is_day_off,day_off_in_row,day_off_in_future,day,month,year
0,0,0,28,2,14
1,1,2,1,3,14
1,2,1,2,3,14
0,0,0,3,3,14
0,0,0,4,3,14
0,0,0,5,3,14
0,0,0,6,3,14
0,0,0,7,3,14
1,1,2,8,3,14
1,2,1,9,3,14
0,0,0,10,3,14
0,0,0,11,3,14
0,0,0,12,3,14
0,0,0,13,3,14
0,0,0,14,3,14
1,1,2,15,3,14
1,2,1,16,3,14
0,0,0,17,3,14
0,0,0,18,3,14
0,0,0,19,3,14
0,0,0,20,3,14
0,0,0,21,3,14
1,1,2,22,3,14
1,2,1,23,3,14
0,0,0,24,3,14
0,0,0,25,3,14
0,0,0,26,3,14
0,0,0,27,3,14
0,0,0,28,3,14
1,1,2,29,3,14
1,2,1,30,3,14
0,0,0,31,3,14
0,0,0,1,4,14
0,0,0,2,4,14
0,0,0,3,4,14
0,0,0,4,4,14
1,1,2,5,4,14
1,2,1,6,4,14
0,0,0,7,4,14
0,0,0,8,4,14
0,0,0,9,4,14
0,0,0,10,4,14
0,0,0,11,4,14
1,1,2,12,4,14
1,2,1,13,4,14
0,0,0,14,4,14
0,0,0,15,4,14
0,0,0,16,4,14
0,0,0,17,4,14
0,0,0,18,4,14
1,1,2,19,4,14
1,2,1,20,4,14
0,0,0,21,4,14
0,0,0,22,4,14
0,0,0,23,4,14
0,0,0,24,4,14
0,0,0,25,4,14
1,1,2,26,4,14
1,2,1,27,4,14
0,0,0,28,4,14
1,1,3,29,4,14
1,2,2,30,4,14
1,3,1,1,5,14
0,0,0,2,5,14
0,0,0,3,5,14
1,1,1,4,5,14
0,0,0,5,5,14
0,0,0,6,5,14
0,0,0,7,5,14
0,0,0,8,5,14
1,1,3,9,5,14
1,2,2,10,5,14
1,3,1,11,5,14
0,0,0,12,5,14
0,0,0,13,5,14
0,0,0,14,5,14
0,0,0,15,5,14
0,0,0,16,5,14
1,1,2,17,5,14
1,2,1,18,5,14
0,0,0,19,5,14
0,0,0,20,5,14
0,0,0,21,5,14
0,0,0,22,5,14
0,0,0,23,5,14
1,1,2,24,5,14
1,2,1,25,5,14
0,0,0,26,5,14
0,0,0,27,5,14
0,0,0,28,5,14
0,0,0,29,5,14
0,0,0,30,5,14
1,1,2,31,5,14
1,2,1,1,6,14
0,0,0,2,6,14
0,0,0,3,6,14
0,0,0,4,6,14
0,0,0,5,6,14
0,0,0,6,6,14
1,1,2,7,6,14
1,2,1,8,6,14
0,0,0,9,6,14
0,0,0,10,6,14
0,0,0,11,6,14
0,0,0,12,6,14
0,0,0,13,6,14
1,1,2,14,6,14
1,2,1,15,6,14
0,0,0,16,6,14
0,0,0,17,6,14
0,0,0,18,6,14
0,0,0,19,6,14
0,0,0,20,6,14
1,1,2,21,6,14
1,2,1,22,6,14
0,0,0,23,6,14
0,0,0,24,6,14
0,0,0,25,6,14
0,0,0,26,6,14
0,0,0,27,6,14
1,1,2,28,6,14
1,2,1,29,6,14
0,0,0,30,6,14
0,0,0,1,7,14
0,0,0,2,7,14
1,1,4,3,7,14
1,2,3,4,7,14
1,3,2,5,7,14
1,4,1,6,7,14
0,0,0,7,7,14
0,0,0,8,7,14
0,0,0,9,7,14
0,0,0,10,7,14
0,0,0,11,7,14
0,0,0,12,7,14
1,1,1,13,7,14
0,0,0,14,7,14
0,0,0,15,7,14
0,0,0,16,7,14
0,0,0,17,7,14
0,0,0,18,7,14
1,1,2,19,7,14
1,2,1,20,7,14
0,0,0,21,7,14
0,0,0,22,7,14
0,0,0,23,7,14
0,0,0,24,7,14
0,0,0,25,7,14
1,1,2,26,7,14
1,2,1,27,7,14
0,0,0,28,7,14
0,0,0,29,7,14
0,0,0,30,7,14
0,0,0,31,7,14
0,0,0,1,8,14
1,1,2,2,8,14
1,2,1,3,8,14
0,0,0,4,8,14
0,0,0,5,8,14
0,0,0,6,8,14
0,0,0,7,8,14
0,0,0,8,8,14
1,1,2,9,8,14
1,2,1,10,8,14
0,0,0,11,8,14
0,0,0,12,8,14
0,0,0,13,8,14
0,0,0,14,8,14
0,0,0,15,8,14
1,1,2,16,8,14
1,2,1,17,8,14
0,0,0,18,8,14
0,0,0,19,8,14
0,0,0,20,8,14
0,0,0,21,8,14
0,0,0,22,8,14
1,1,2,23,8,14
1,2,1,24,8,14
0,0,0,25,8,14
0,0,0,26,8,14
0,0,0,27,8,14
0,0,0,28,8,14
0,0,0,29,8,14
1,1,2,30,8,14
1,2,1,31,8,14
0,0,0,1,9,14
0,0,0,2,9,14
0,0,0,3,9,14
0,0,0,4,9,14
0,0,0,5,9,14
1,1,2,6,9,14
1,2,1,7,9,14
0,0,0,8,9,14
0,0,0,9,9,14
0,0,0,10,9,14
0,0,0,11,9,14
0,0,0,12,9,14
1,1,2,13,9,14
1,2,1,14,9,14
0,0,0,15,9,14
0,0,0,16,9,14
0,0,0,17,9,14
0,0,0,18,9,14
0,0,0,19,9,14
1,1,2,20,9,14
1,2,1,21,9,14
0,0,0,22,9,14
0,0,0,23,9,14
0,0,0,24,9,14
0,0,0,25,9,14
0,0,0,26,9,14
1,1,2,27,9,14
1,2,1,28,9,14
0,0,0,29,9,14
0,0,0,30,9,14
0,0,0,1,10,14
0,0,0,2,10,14
0,0,0,3,10,14
1,1,2,4,10,14
1,2,1,5,10,14
0,0,0,6,10,14
0,0,0,7,10,14
0,0,0,8,10,14
0,0,0,9,10,14
0,0,0,10,10,14
1,1,2,11,10,14
1,2,1,12,10,14
0,0,0,13,10,14
0,0,0,14,10,14
0,0,0,15,10,14
0,0,0,16,10,14
0,0,0,17,10,14
1,1,2,18,10,14
1,2,1,19,10,14
0,0,0,20,10,14
0,0,0,21,10,14
0,0,0,22,10,14
0,0,0,23,10,14
0,0,0,24,10,14
1,1,2,25,10,14
1,2,1,26,10,14
0,0,0,27,10,14
0,0,0,28,10,14
0,0,0,29,10,14
0,0,0,30,10,14
0,0,0,31,10,14
1,1,2,1,11,14
1,2,1,2,11,14
0,0,0,3,11,14
0,0,0,4,11,14
0,0,0,5,11,14
0,0,0,6,11,14
1,1,3,7,11,14
1,2,2,8,11,14
1,3,1,9,11,14
0,0,0,10,11,14
0,0,0,11,11,14
0,0,0,12,11,14
0,0,0,13,11,14
0,0,0,14,11,14
1,1,2,15,11,14
1,2,1,16,11,14
0,0,0,17,11,14
0,0,0,18,11,14
0,0,0,19,11,14
0,0,0,20,11,14
0,0,0,21,11,14
1,1,2,22,11,14
1,2,1,23,11,14
0,0,0,24,11,14
0,0,0,25,11,14
0,0,0,26,11,14
0,0,0,27,11,14
0,0,0,28,11,14
1,1,2,29,11,14
1,2,1,30,11,14
0,0,0,1,12,14
0,0,0,2,12,14
0,0,0,3,12,14
0,0,0,4,12,14
0,0,0,5,12,14
1,1,2,6,12,14
1,2,1,7,12,14
0,0,0,8,12,14
0,0,0,9,12,14
0,0,0,10,12,14
0,0,0,11,12,14
0,0,0,12,12,14
1,1,2,13,12,14
1,2,1,14,12,14
0,0,0,15,12,14
0,0,0,16,12,14
0,0,0,17,12,14
0,0,0,18,12,14
0,0,0,19,12,14
0,0,0,20,12,14
1,1,1,21,12,14
0,0,0,22,12,14
0,0,0,23,12,14
0,0,0,24,12,14
1,1,4,25,12,14
1,2,3,26,12,14
1,3,2,27,12,14
1,4,1,28,12,14
0,0,0,29,12,14
0,0,0,30,12,14
0,0,0,31,12,14
1,1,4,1,1,15
1,2,3,2,1,15
1,3,2,3,1,15
1,4,1,4,1,15
0,0,0,5,1,15
0,0,0,6,1,15
1,1,1,7,1,15
0,0,0,8,1,15
0,0,0,9,1,15
0,0,0,10,1,15
1,1,1,11,1,15
0,0,0,12,1,15
0,0,0,13,1,15
0,0,0,14,1,15
0,0,0,15,1,15
0,0,0,16,1,15
1,1,2,17,1,15
1,2,1,18,1,15
0,0,0,19,1,15
0,0,0,20,1,15
0,0,0,21,1,15
0,0,0,22,1,15
0,0,0,23,1,15
1,1,2,24,1,15
1,2,1,25,1,15
0,0,0,26,1,15
0,0,0,27,1,15
0,0,0,28,1,15
0,0,0,29,1,15
0,0,0,30,1,15
1,1,2,31,1,15
1,2,1,1,2,15
0,0,0,2,2,15
0,0,0,3,2,15
0,0,0,4,2,15
0,0,0,5,2,15
0,0,0,6,2,15
1,1,2,7,2,15
1,2,1,8,2,15
0,0,0,9,2,15
0,0,0,10,2,15
0,0,0,11,2,15
0,0,0,12,2,15
0,0,0,13,2,15
1,1,2,14,2,15
1,2,1,15,2,15
0,0,0,16,2,15
0,0,0,17,2,15
0,0,0,18,2,15
0,0,0,19,2,15
0,0,0,20,2,15
1,1,2,21,2,15
1,2,1,22,2,15
0,0,0,23,2,15
0,0,0,24,2,15
0,0,0,25,2,15
0,0,0,26,2,15
0,0,0,27,2,15
1,1,2,28,2,15
1,2,1,1,3,15
0,0,0,2,3,15
0,0,0,3,3,15
0,0,0,4,3,15
0,0,0,5,3,15
0,0,0,6,3,15
1,1,2,7,3,15
1,2,1,8,3,15
0,0,0,9,3,15
0,0,0,10,3,15
0,0,0,11,3,15
0,0,0,12,3,15
0,0,0,13,3,15
1,1,2,14,3,15
1,2,1,15,3,15
0,0,0,16,3,15
0,0,0,17,3,15
0,0,0,18,3,15
0,0,0,19,3,15
0,0,0,20,3,15
1,1,2,21,3,15
1,2,1,22,3,15
0,0,0,23,3,15
0,0,0,24,3,15
0,0,0,25,3,15
0,0,0,26,3,15
0,0,0,27,3,15
1,1,2,28,3,15
1,2,1,29,3,15
0,0,0,30,3,15
0,0,0,31,3,15
0,0,0,1,4,15
0,0,0,2,4,15
0,0,0,3,4,15
1,1,2,4,4,15
1,2,1,5,4,15
0,0,0,6,4,15
0,0,0,7,4,15
0,0,0,8,4,15
0,0,0,9,4,15
0,0,0,10,4,15
1,1,2,11,4,15
1,2,1,12,4,15
0,0,0,13,4,15
0,0,0,14,4,15
0,0,0,15,4,15
0,0,0,16,4,15
0,0,0,17,4,15
1,1,4,18,4,15
1,2,3,19,4,15
1,3,2,20,4,15
1,4,1,21,4,15
0,0,0,22,4,15
0,0,0,23,4,15
0,0,0,24,4,15
0,0,0,25,4,15
1,1,1,26,4,15
0,0,0,27,4,15
0,0,0,28,4,15
0,0,0,29,4,15
0,0,0,30,4,15
1,1,3,1,5,15
1,2,2,2,5,15
1,3,1,3,5,15
0,0,0,4,5,15
0,0,0,5,5,15
0,0,0,6,5,15
0,0,0,7,5,15
0,0,0,8,5,15
1,1,2,9,5,15
1,2,1,10,5,15
0,0,0,11,5,15
0,0,0,12,5,15
0,0,0,13,5,15
0,0,0,14,5,15
0,0,0,15,5,15
1,1,2,16,5,15
1,2,1,17,5,15
0,0,0,18,5,15
0,0,0,19,5,15
0,0,0,20,5,15
0,0,0,21,5,15
0,0,0,22,5,15
1,1,2,23,5,15
1,2,1,24,5,15
0,0,0,25,5,15
0,0,0,26,5,15
0,0,0,27,5,15
0,0,0,28,5,15
0,0,0,29,5,15
1,1,2,30,5,15
1,2,1,31,5,15
0,0,0,1,6,15
0,0,0,2,6,15
0,0,0,3,6,15
0,0,0,4,6,15
0,0,0,5,6,15
1,1,2,6,6,15
1,2,1,7,6,15
0,0,0,8,6,15
0,0,0,9,6,15
0,0,0,10,6,15
0,0,0,11,6,15
0,0,0,12,6,15
1,1,2,13,6,15
1,2,1,14,6,15
0,0,0,15,6,15
0,0,0,16,6,15
0,0,0,17,6,15
0,0,0,18,6,15
0,0,0,19,6,15
1,1,2,20,6,15
1,2,1,21,6,15
0,0,0,22,6,15
0,0,0,23,6,15
0,0,0,24,6,15
0,0,0,25,6,15
0,0,0,26,6,15
1,1,2,27,6,15
1,2,1,28,6,15
0,0,0,29,6,15
0,0,0,30,6,15
0,0,0,1,7,15
0,0,0,2,7,15
1,1,3,3,7,15
1,2,2,4,7,15
1,3,1,5,7,15
0,0,0,6,7,15
0,0,0,7,7,15
0,0,0,8,7,15
0,0,0,9,7,15
0,0,0,10,7,15
1,1,2,11,7,15
1,2,1,12,7,15
0,0,0,13,7,15
0,0,0,14,7,15
0,0,0,15,7,15
0,0,0,16,7,15
0,0,0,17,7,15
1,1,2,18,7,15
1,2,1,19,7,15
0,0,0,20,7,15
0,0,0,21,7,15
0,0,0,22,7,15
0,0,0,23,7,15
0,0,0,24,7,15
1,1,2,25,7,15
1,2,1,26,7,15
0,0,0,27,7,15
0,0,0,28,7,15
0,0,0,29,7,15
0,0,0,30,7,15
0,0,0,31,7,15
1,1,2,1,8,15
1,2,1,2,8,15
0,0,0,3,8,15
0,0,0,4,8,15
0,0,0,5,8,15
0,0,0,6,8,15
0,0,0,7,8,15
1,1,2,8,8,15
1,2,1,9,8,15
0,0,0,10,8,15
0,0,0,11,8,15
0,0,0,12,8,15
0,0,0,13,8,15
0,0,0,14,8,15
1,1,2,15,8,15
1,2,1,16,8,15
0,0,0,17,8,15
0,0,0,18,8,15
0,0,0,19,8,15
0,0,0,20,8,15
0,0,0,21,8,15
1,1,2,22,8,15
1,2,1,23,8,15
0,0,0,24,8,15
0,0,0,25,8,15
0,0,0,26,8,15
0,0,0,27,8,15
0,0,0,28,8,15
1,1,2,29,8,15
1,2,1,30,8,15
0,0,0,31,8,15
0,0,0,1,9,15
0,0,0,2,9,15
0,0,0,3,9,15
0,0,0,4,9,15
1,1,2,5,9,15
1,2,1,6,9,15
0,0,0,7,9,15
0,0,0,8,9,15
0,0,0,9,9,15
0,0,0,10,9,15
0,0,0,11,9,15
1,1,2,12,9,15
1,2,1,13,9,15
0,0,0,14,9,15
0,0,0,15,9,15
0,0,0,16,9,15
0,0,0,17,9,15
0,0,0,18,9,15
1,1,2,19,9,15
1,2,1,20,9,15
0,0,0,21,9,15
0,0,0,22,9,15
0,0,0,23,9,15
0,0,0,24,9,15
0,0,0,25,9,15
1,1,2,26,9,15
1,2,1,27,9,15
0,0,0,28,9,15
0,0,0,29,9,15
0,0,0,30,9,15
0,0,0,1,10,15
0,0,0,2,10,15
1,1,2,3,10,15
1,2,1,4,10,15
0,0,0,5,10,15
0,0,0,6,10,15
0,0,0,7,10,15
0,0,0,8,10,15
0,0,0,9,10,15
1,1,2,10,10,15
1,2,1,11,10,15
0,0,0,12,10,15
0,0,0,13,10,15
0,0,0,14,10,15
0,0,0,15,10,15
0,0,0,16,10,15
1,1,2,17,10,15
1,2,1,18,10,15
0,0,0,19,10,15
0,0,0,20,10,15
0,0,0,21,10,15
0,0,0,22,10,15
0,0,0,23,10,15
1,1,2,24,10,15
1,2,1,25,10,15
0,0,0,26,10,15
0,0,0,27,10,15
0,0,0,28,10,15
0,0,0,29,10,15
0,0,0,30,10,15
1,1,2,31,10,15
1,2,1,1,11,15
0,0,0,2,11,15
0,0,0,3,11,15
0,0,0,4,11,15
0,0,0,5,11,15
0,0,0,6,11,15
1,1,2,7,11,15
1,2,1,8,11,15
0,0,0,9,11,15
0,0,0,10,11,15
0,0,0,11,11,15
0,0,0,12,11,15
0,0,0,13,11,15
1,1,2,14,11,15
1,2,1,15,11,15
0,0,0,16,11,15
0,0,0,17,11,15
0,0,0,18,11,15
0,0,0,19,11,15
0,0,0,20,11,15
1,1,2,21,11,15
1,2,1,22,11,15
0,0,0,23,11,15
0,0,0,24,11,15
0,0,0,25,11,15
0,0,0,26,11,15
0,0,0,27,11,15
1,1,2,28,11,15
1,2,1,29,11,15
0,0,0,30,11,15
0,0,0,1,12,15
0,0,0,2,12,15
0,0,0,3,12,15
0,0,0,4,12,15
1,1,2,5,12,15
1,2,1,6,12,15
0,0,0,7,12,15
0,0,0,8,12,15
0,0,0,9,12,15
0,0,0,10,12,15
0,0,0,11,12,15
1,1,2,12,12,15
1,2,1,13,12,15
0,0,0,14,12,15
0,0,0,15,12,15
0,0,0,16,12,15
0,0,0,17,12,15
0,0,0,18,12,15
1,1,2,19,12,15
1,2,1,20,12,15
0,0,0,21,12,15
0,0,0,22,12,15
0,0,0,23,12,15
0,0,0,24,12,15
1,1,3,25,12,15
1,2,2,26,12,15
1,3,1,27,12,15
0,0,0,28,12,15
0,0,0,29,12,15
0,0,0,30,12,15
0,0,0,31,12,15
1,1,3,1,1,16
1,2,2,2,1,16
1,3,1,3,1,16
0,0,0,4,1,16
0,0,0,5,1,16
0,0,0,6,1,16
1,1,4,7,1,16
1,2,3,8,1,16
1,3,2,9,1,16
1,4,1,10,1,16
0,0,0,11,1,16
0,0,0,12,1,16
0,0,0,13,1,16
0,0,0,14,1,16
0,0,0,15,1,16
0,0,0,16,1,16
1,1,1,17,1,16
0,0,0,18,1,16
0,0,0,19,1,16
0,0,0,20,1,16
0,0,0,21,1,16
0,0,0,22,1,16
1,1,2,23,1,16
1,2,1,24,1,16
0,0,0,25,1,16
0,0,0,26,1,16
0,0,0,27,1,16
0,0,0,28,1,16
0,0,0,29,1,16
1,1,2,30,1,16
1,2,1,31,1,16
0,0,0,1,2,16
0,0,0,2,2,16
0,0,0,3,2,16
0,0,0,4,2,16
0,0,0,5,2,16
1,1,2,6,2,16
1,2,1,7,2,16
0,0,0,8,2,16
0,0,0,9,2,16
0,0,0,10,2,16
0,0,0,11,2,16
0,0,0,12,2,16
1,1,2,13,2,16
1,2,1,14,2,16
0,0,0,15,2,16
0,0,0,16,2,16
0,0,0,17,2,16
0,0,0,18,2,16
0,0,0,19,2,16
1,1,2,20,2,16
1,2,1,21,2,16
0,0,0,22,2,16
0,0,0,23,2,16
0,0,0,24,2,16
0,0,0,25,2,16
0,0,0,26,2,16
1,1,2,27,2,16
1,2,1,28,2,16
0,0,0,29,2,16
0,0,0,1,3,16
0,0,0,2,3,16
0,0,0,3,3,16
0,0,0,4,3,16
0,0,0,5,3,16
1,1,3,6,3,16
1,2,2,7,3,16
1,3,1,8,3,16
0,0,0,9,3,16
0,0,0,10,3,16
0,0,0,11,3,16
1,1,2,12,3,16
1,2,1,13,3,16
0,0,0,14,3,16
0,0,0,15,3,16
0,0,0,16,3,16
0,0,0,17,3,16
0,0,0,18,3,16
1,1,2,19,3,16
1,2,1,20,3,16
0,0,0,21,3,16
0,0,0,22,3,16
0,0,0,23,3,16
0,0,0,24,3,16
0,0,0,25,3,16
1,1,2,26,3,16
1,2,1,27,3,16
0,0,0,28,3,16
0,0,0,29,3,16
0,0,0,30,3,16
0,0,0,31,3,16
0,0,0,1,4,16
1,1,2,2,4,16
1,2,1,3,4,16
0,0,0,4,4,16
0,0,0,5,4,16
0,0,0,6,4,16
0,0,0,7,4,16
0,0,0,8,4,16
1,1,2,9,4,16
1,2,1,10,4,16
0,0,0,11,4,16
0,0,0,12,4,16
0,0,0,13,4,16
0,0,0,14,4,16
0,0,0,15,4,16
1,1,2,16,4,16
1,2,1,17,4,16
0,0,0,18,4,16
0,0,0,19,4,16
0,0,0,20,4,16
0,0,0,21,4,16
0,0,0,22,4,16
1,1,2,23,4,16
1,2,1,24,4,16
0,0,0,25,4,16
0,0,0,26,4,16
0,0,0,27,4,16
0,0,0,28,4,16
0,0,0,29,4,16
1,1,2,30,4,16
1,2,1,1,5,16
0,0,0,2,5,16
0,0,0,3,5,16
0,0,0,4,5,16
0,0,0,5,5,16
0,0,0,6,5,16
1,1,4,7,5,16
1,2,3,8,5,16
1,3,2,9,5,16
1,4,1,10,5,16
0,0,0,11,5,16
0,0,0,12,5,16
0,0,0,13,5,16
1,1,2,14,5,16
1,2,1,15,5,16
0,0,0,16,5,16
0,0,0,17,5,16
0,0,0,18,5,16
0,0,0,19,5,16
0,0,0,20,5,16
1,1,2,21,5,16
1,2,1,22,5,16
0,0,0,23,5,16
0,0,0,24,5,16
0,0,0,25,5,16
0,0,0,26,5,16
0,0,0,27,5,16
1,1,2,28,5,16
1,2,1,29,5,16
0,0,0,30,5,16
0,0,0,31,5,16
0,0,0,1,6,16
0,0,0,2,6,16
0,0,0,3,6,16
1,1,2,4,6,16
1,2,1,5,6,16
0,0,0,6,6,16
0,0,0,7,6,16
0,0,0,8,6,16
0,0,0,9,6,16
0,0,0,10,6,16
1,1,2,11,6,16
1,2,1,12,6,16
0,0,0,13,6,16
0,0,0,14,6,16
0,0,0,15,6,16
0,0,0,16,6,16
0,0,0,17,6,16
1,1,2,18,6,16
1,2,1,19,6,16
0,0,0,20,6,16
0,0,0,21,6,16
0,0,0,22,6,16
0,0,0,23,6,16
0,0,0,24,6,16
1,1,2,25,6,16
1,2,1,26,6,16
0,0,0,27,6,16
0,0,0,28,6,16
0,0,0,29,6,16
0,0,0,30,6,16
0,0,0,1,7,16
1,1,2,2,7,16
1,2,1,3,7,16
0,0,0,4,7,16
0,0,0,5,7,16
0,0,0,6,7,16
0,0,0,7,7,16
0,0,0,8,7,16
1,1,2,9,7,16
1,2,1,10,7,16
0,0,0,11,7,16
0,0,0,12,7,16
0,0,0,13,7,16
0,0,0,14,7,16
0,0,0,15,7,16
1,1,2,16,7,16
1,2,1,17,7,16
0,0,0,18,7,16
0,0,0,19,7,16
0,0,0,20,7,16
0,0,0,21,7,16
0,0,0,22,7,16
1,1,2,23,7,16
1,2,1,24,7,16
0,0,0,25,7,16
0,0,0,26,7,16
0,0,0,27,7,16
0,0,0,28,7,16
0,0,0,29,7,16
1,1,2,30,7,16
1,2,1,31,7,16
0,0,0,1,8,16
0,0,0,2,8,16
0,0,0,3,8,16
0,0,0,4,8,16
0,0,0,5,8,16
1,1,2,6,8,16
1,2,1,7,8,16
0,0,0,8,8,16
0,0,0,9,8,16
0,0,0,10,8,16
0,0,0,11,8,16
0,0,0,12,8,16
1,1,2,13,8,16
1,2,1,14,8,16
0,0,0,15,8,16
0,0,0,16,8,16
0,0,0,17,8,16
0,0,0,18,8,16
0,0,0,19,8,16
1,1,2,20,8,16
1,2,1,21,8,16
0,0,0,22,8,16
0,0,0,23,8,16
0,0,0,24,8,16
0,0,0,25,8,16
0,0,0,26,8,16
1,1,2,27,8,16
1,2,1,28,8,16
0,0,0,29,8,16
0,0,0,30,8,16
0,0,0,31,8,16
0,0,0,1,9,16
0,0,0,2,9,16
1,1,2,3,9,16
1,2,1,4,9,16
0,0,0,5,9,16
0,0,0,6,9,16
0,0,0,7,9,16
0,0,0,8,9,16
0,0,0,9,9,16
1,1,2,10,9,16
1,2,1,11,9,16
0,0,0,12,9,16
0,0,0,13,9,16
0,0,0,14,9,16
0,0,0,15,9,16
0,0,0,16,9,16
1,1,2,17,9,16
1,2,1,18,9,16
0,0,0,19,9,16
0,0,0,20,9,16
0,0,0,21,9,16
0,0,0,22,9,16
0,0,0,23,9,16
1,1,2,24,9,16
1,2,1,25,9,16
0,0,0,26,9,16
0,0,0,27,9,16
0,0,0,28,9,16
0,0,0,29,9,16
0,0,0,30,9,16
1,1,2,1,10,16
1,2,1,2,10,16
0,0,0,3,10,16
0,0,0,4,10,16
0,0,0,5,10,16
0,0,0,6,10,16
0,0,0,7,10,16
1,1,2,8,10,16
1,2,1,9,10,16
0,0,0,10,10,16
0,0,0,11,10,16
0,0,0,12,10,16
0,0,0,13,10,16
0,0,0,14,10,16
1,1,2,15,10,16
1,2,1,16,10,16
0,0,0,17,10,16
0,0,0,18,10,16
0,0,0,19,10,16
0,0,0,20,10,16
0,0,0,21,10,16
1,1,2,22,10,16
1,2,1,23,10,16
0,0,0,24,10,16
0,0,0,25,10,16
0,0,0,26,10,16
0,0,0,27,10,16
0,0,0,28,10,16
1,1,2,29,10,16
1,2,1,30,10,16
0,0,0,31,10,16
0,0,0,1,11,16
0,0,0,2,11,16
0,0,0,3,11,16
0,0,0,4,11,16
1,1,3,5,11,16
1,2,2,6,11,16
1,3,1,7,11,16
0,0,0,8,11,16
0,0,0,9,11,16
0,0,0,10,11,16
0,0,0,11,11,16
1,1,2,12,11,16
1,2,1,13,11,16
0,0,0,14,11,16
0,0,0,15,11,16
0,0,0,16,11,16
0,0,0,17,11,16
0,0,0,18,11,16
1,1,2,19,11,16
1,2,1,20,11,16
0,0,0,21,11,16
0,0,0,22,11,16
0,0,0,23,11,16
0,0,0,24,11,16
0,0,0,25,11,16
1,1,2,26,11,16
1,2,1,27,11,16
0,0,0,28,11,16
0,0,0,29,11,16
0,0,0,30,11,16
0,0,0,1,12,16
0,0,0,2,12,16
1,1,2,3,12,16
1,2,1,4,12,16
0,0,0,5,12,16
0,0,0,6,12,16
0,0,0,7,12,16
0,0,0,8,12,16
0,0,0,9,12,16
1,1,2,10,12,16
1,2,1,11,12,16
0,0,0,12,12,16
0,0,0,13,12,16
0,0,0,14,12,16
0,0,0,15,12,16
0,0,0,16,12,16
1,1,2,17,12,16
1,2,1,18,12,16
0,0,0,19,12,16
0,0,0,20,12,16
0,0,0,21,12,16
0,0,0,22,12,16
0,0,0,23,12,16
1,1,2,24,12,16
1,2,1,25,12,16
0,0,0,26,12,16
0,0,0,27,12,16
0,0,0,28,12,16
0,0,0,29,12,16
0,0,0,30,12,16
1,1,1,31,12,16
